"id","code","category","name","unidade_tributacao","descricao_unidade"
"28276019","28276019","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28276019 - OUTROS IODETOS","KG","Quilograma"
"28276021","28276021","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28276021 - OXIIODETOS DE POTASSIO","KG","Quilograma"
"28276029","28276029","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28276029 - OUTROS OXIIODETOS","KG","Quilograma"
"28281000","28281000","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28281000 - HIPOCLORITOS DE CALCIO,INCL.O COMERCIAL","KG","Quilograma"
"28289011","28289011","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28289011 - HIPOCLORITOS DE SODIO","KG","Quilograma"
"28289019","28289019","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28289019 - OUTROS HIPOCLORITOS","KG","Quilograma"
"28289020","28289020","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28289020 - CLORITO DE SODIO","KG","Quilograma"
"28289090","28289090","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28289090 - OUTROS CLORITOS E HIPOBROMITOS","KG","Quilograma"
"28291100","28291100","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28291100 - CLORATOS DE SODIO","KG","Quilograma"
"28291910","28291910","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28291910 - CLORATOS DE CALCIO","KG","Quilograma"
"28291920","28291920","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28291920 - CLORATOS DE POTASSIO","KG","Quilograma"
"28291990","28291990","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28291990 - OUTROS CLORATOS","KG","Quilograma"
"28299011","28299011","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299011 - BROMATOS DE SODIO","KG","Quilograma"
"28299012","28299012","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299012 - BROMATOS DE POTASSIO","KG","Quilograma"
"28299019","28299019","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299019 - OUTROS BROMATOS","KG","Quilograma"
"28299021","28299021","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299021 - PERBROMATOS DE SODIO","KG","Quilograma"
"28299022","28299022","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299022 - PERBROMATOS DE POTASSIO","KG","Quilograma"
"28299029","28299029","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299029 - OUTROS PERBROMATOS","KG","Quilograma"
"28299031","28299031","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299031 - IODATOS DE POTASSIO","KG","Quilograma"
"28299032","28299032","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299032 - IODATOS DE CALCIO","KG","Quilograma"
"28299039","28299039","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299039 - OUTROS IODATOS","KG","Quilograma"
"28299040","28299040","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299040 - PERIODATOS","KG","Quilograma"
"28299050","28299050","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28299050 - PERCLORATOS","KG","Quilograma"
"28301010","28301010","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28301010 - SULFETO DE DISSODIO","KG","Quilograma"
"28301020","28301020","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28301020 - SULFETO DE MONOSSODIO (HIDROGENOSSULFETO DE SODIO)","KG","Quilograma"
"28309011","28309011","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309011 - SULFETOS DE MOLIBNEDIO IV (DISSULFETO DE MOLIBDENIO)","KG","Quilograma"
"28309012","28309012","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309012 - SULFETO DE BARIO","KG","Quilograma"
"28309013","28309013","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309013 - SULFETO DE POTASSIO","KG","Quilograma"
"28309014","28309014","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309014 - SULFETO DE CHUMBO","KG","Quilograma"
"28309015","28309015","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309015 - SULFETO DE ESTRONCIO","KG","Quilograma"
"28309016","28309016","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309016 - SULFETO DE ZINCO","KG","Quilograma"
"28309019","28309019","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309019 - OUTROS SULFETOS","KG","Quilograma"
"28309020","28309020","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28309020 - POLISSULFETOS","KG","Quilograma"
"28311011","28311011","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28311011 - DITIONITOS (HIDROSSULFITOS) DE SODIO ESTABILIZADOS","KG","Quilograma"
"28311019","28311019","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28311019 - OUTROS DITIONITOS (HIDROSSULFITOS) DE SODIO","KG","Quilograma"
"28311021","28311021","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28311021 - SULFOXILATOS DE SODIO,ESTABILIZADOS COM FORMALDEIDO","KG","Quilograma"
"28311029","28311029","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28311029 - OUTROS SULFOXILATOS DE SODIO","KG","Quilograma"
"28319010","28319010","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28319010 - DITIONITO DE ZINCO","KG","Quilograma"
"28319090","28319090","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28319090 - OUTROS DITIONITOS E SULFOXILATOS","KG","Quilograma"
"28321010","28321010","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28321010 - SULFITO DE DISSODIO","KG","Quilograma"
"28321090","28321090","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28321090 - OUTROS SULFITOS DE SODIO","KG","Quilograma"
"28322000","28322000","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28322000 - OUTROS SULFITOS","KG","Quilograma"
"28323010","28323010","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28323010 - TIOSSULFATO DE AMONIO","KG","Quilograma"
"28323020","28323020","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28323020 - TIOSSULFATO DE SODIO","KG","Quilograma"
"28323090","28323090","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28323090 - OUTROS TIOSSULFATOS","KG","Quilograma"
"28331110","28331110","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28331110 - SULFATO DISSODICO ANIDRO","KG","Quilograma"
"28331190","28331190","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28331190 - OUTROS SULFATOS DISSODICOS","KG","Quilograma"
"28331900","28331900","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28331900 - OUTROS SULFATOS DE SODIO","KG","Quilograma"
"28332100","28332100","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332100 - SULFATO DE MAGNESIO","KG","Quilograma"
"28332200","28332200","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332200 - SULFATO DE ALUMINIO","KG","Quilograma"
"28332400","28332400","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332400 - SULFATO DE NIQUEL","KG","Quilograma"
"28332510","28332510","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332510 - SULFATO CUPROSO","KG","Quilograma"
"28332520","28332520","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332520 - SULFATO CUPRICO","KG","Quilograma"
"28332710","28332710","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332710 - SULFATO DE BARIO COM TEOR EM PESO>=97.5% DE BASO4","KG","Quilograma"
"28332790","28332790","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332790 - OUTROS SULFATOS DE BARIO","KG","Quilograma"
"28332910","28332910","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332910 - SULFATO DE ANTIMONIO","KG","Quilograma"
"28332920","28332920","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332920 - SULFATO DE LITIO","KG","Quilograma"
"28332930","28332930","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332930 - SULFATO DE ESTRONCIO","KG","Quilograma"
"28332940","28332940","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332940 - SULFATO FERROSO","KG","Quilograma"
"28332950","28332950","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332950 - SULFATO NEUTRO DE CHUMBO","KG","Quilograma"
"28332960","28332960","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332960 - SULFATO DE CROMO","KG","Quilograma"
"28332970","28332970","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332970 - SULFATO DE ZINCO","KG","Quilograma"
"28332990","28332990","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28332990 - OUTROS SULFATOS","KG","Quilograma"
"28333000","28333000","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28333000 - ALUMES","KG","Quilograma"
"28334010","28334010","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28334010 - PEROXOSSULFATO (PERSULFATO) DE SODIO","KG","Quilograma"
"28334020","28334020","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28334020 - PEROXOSSULFATO (PERSULFATO) DE AMONIO","KG","Quilograma"
"28334090","28334090","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28334090 - OUTROS PEROXOSSULFATOS (PERSULFATOS)","KG","Quilograma"
"28341010","28341010","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28341010 - NITRITO DE SODIO","KG","Quilograma"
"28341090","28341090","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28341090 - OUTROS NITRITOS","KG","Quilograma"
"28342110","28342110","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28342110 - NITRATO DE POTASSIO,COM TEOR EM PESO<=98% DE KNO3","KG","Quilograma"
"28342190","28342190","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28342190 - OUTROS NITRATOS DE POTASSIO","KG","Quilograma"
"28342910","28342910","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28342910 - NITRATO DE CALCIO COM TEOR EM PESO<=16% DE NITROGENIO","KG","Quilograma"
"28342930","28342930","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28342930 - NITRATO DE ALUMINIO","KG","Quilograma"
"28342940","28342940","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28342940 - NITRATO DE LITIO","KG","Quilograma"
"28342990","28342990","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28342990 - OUTROS NITRATOS","KG","Quilograma"
"28351011","28351011","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28351011 - FOSFINATO (HIPOFOSFITO) DE SODIO","KG","Quilograma"
"28351019","28351019","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28351019 - OUTROS FOSFINATOS (HIPOFOSFITOS)","KG","Quilograma"
"28351021","28351021","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28351021 - FOSFONATO (FOSFITO) DIBASICO DE CHUMBO","KG","Quilograma"
"28351029","28351029","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28351029 - OUTROS FOSFONATOS (FOSFITOS)","KG","Quilograma"
"28352200","28352200","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28352200 - FOSFATO MONO OU DISSODICO","KG","Quilograma"
"28352400","28352400","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28352400 - FOSFATO DE POTASSIO","KG","Quilograma"
"28352500","28352500","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28352500 - FOSFATO HIDROGENO-ORTOFOSFATO DE CALCIO (DICALCICO)","KG","Quilograma"
"28352600","28352600","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28352600 - OUTROS FOSFATOS DE CALCIO","KG","Quilograma"
"28352910","28352910","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28352910 - FOSFATO DE FERRO","KG","Quilograma"
"28352920","28352920","PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU  ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS,  DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS","28352920 - FOSFATO DE COBALTO","KG","Quilograma"
